date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:08:58	5206/5206	---M--	200	added ('OK')	image/png	etag:%22045763094ab02099bedebbed319702f5%22	https://cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_170929256149692241.png	C:/Users/Aluno/Desktop/landing2/landing2/cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_170929256149692241.png	(from https://kayke-rodrigues.pages.net.br/)
10:08:58	3447/3447	---M--	200	added ('OK')	image/png	etag:%22089d68bb77443562a643bac9b9d975f0%22	https://cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_87503.png	C:/Users/Aluno/Desktop/landing2/landing2/cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_87503.png	(from https://kayke-rodrigues.pages.net.br/)
10:08:58	2548/2548	---M--	200	added ('OK')	image/jpeg	etag:%22946f51d889a7a5a954068c066628b244%22	https://cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_13009.png	C:/Users/Aluno/Desktop/landing2/landing2/cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_13009.jpg	(from https://kayke-rodrigues.pages.net.br/)
10:08:59	2128/2128	---M--	200	added ('OK')	image/jpeg	etag:%22e7a9ea5c2e16fe8ae3f7166c74404b76%22	https://cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_49254.png	C:/Users/Aluno/Desktop/landing2/landing2/cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_49254.jpg	(from https://kayke-rodrigues.pages.net.br/)
10:08:59	1568/1568	---M--	200	added ('OK')	image/jpeg	etag:%22f3b46951567857b84c9f9eb41eb75fed%22	https://cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_34062.jpeg	C:/Users/Aluno/Desktop/landing2/landing2/cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_34062.jpg	(from https://kayke-rodrigues.pages.net.br/)
10:09:00	1725/1725	---M--	200	added ('OK')	image/jpeg	etag:%22bfa6811735cd7cf1a98a0a8d4fb349f5%22	https://cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_66408.jpeg	C:/Users/Aluno/Desktop/landing2/landing2/cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_66408.jpg	(from https://kayke-rodrigues.pages.net.br/)
10:09:00	987/987	---M--	200	added ('OK')	image/jpeg	etag:%226dbf6b27918b34e491f136634dbddfd9%22	https://cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_66515.jpg	C:/Users/Aluno/Desktop/landing2/landing2/cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_66515.jpg	(from https://kayke-rodrigues.pages.net.br/)
10:09:01	1790/1790	---M--	200	added ('OK')	image/jpeg	etag:%22efc61eb78a0e01b865d09aa7a8fa0169%22	https://cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_69059.jpeg	C:/Users/Aluno/Desktop/landing2/landing2/cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_69059.jpg	(from https://kayke-rodrigues.pages.net.br/)
10:09:01	2946/2946	---M--	200	added ('OK')	image/png	etag:%22c4cfd777f3f261951fd2f590e18487fa%22	https://cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_170920719565e06e9b73b6b267421179.png	C:/Users/Aluno/Desktop/landing2/landing2/cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/imagens/mobile/500053_1_170920719565e06e9b73b6b267421179.png	(from https://kayke-rodrigues.pages.net.br/)
10:09:02	23775/23775	---MCZ	200	added ('OK')	text/css	etag:W/%2206f9449818c01039f25e5cd4686d9c8a%22	https://cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/css.css	C:/Users/Aluno/Desktop/landing2/landing2/cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/css.css	(from https://kayke-rodrigues.pages.net.br/)
10:09:02	116986/116986	---MCZ	200	added ('OK')	application/javascript	etag:W/%222ea7bb7846efbf489d5e913881d3f1ea%22	https://cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/js.js	C:/Users/Aluno/Desktop/landing2/landing2/cdn.greatpages.com.br/kayke-rodrigues.pages.net.br/1709557181/js.js	(from https://kayke-rodrigues.pages.net.br/)
